term,total_count,doc_count,doc_pct,action,reason
glass bowl,2,2,0.01,skip,"rare total<5, rare docs<3"
glass display,2,2,0.01,skip,"rare total<5, rare docs<3"
glass roof,2,2,0.01,skip,"rare total<5, rare docs<3"
glass sculpture,2,2,0.01,skip,"rare total<5, rare docs<3"
glitter,2,2,0.01,skip,"rare total<5, rare docs<3"
gnome,2,2,0.01,skip,"rare total<5, rare docs<3"
gogh,2,2,0.01,skip,"rare total<5, rare docs<3"
gold hoop earring,2,2,0.01,skip,"rare total<5, rare docs<3"
gold statue,2,2,0.01,skip,"rare total<5, rare docs<3"
gold throne,2,2,0.01,skip,"rare total<5, rare docs<3"
golden,2,2,0.01,skip,"rare total<5, rare docs<3"
golden building,2,2,0.01,skip,"rare total<5, rare docs<3"
golden dome,2,2,0.01,skip,"rare total<5, rare docs<3"
gondow,2,2,0.01,skip,"rare total<5, rare docs<3"
good location,2,2,0.01,skip,"rare total<5, rare docs<3"
graduation cap,2,2,0.01,skip,"rare total<5, rare docs<3"
grandson,2,2,0.01,skip,"rare total<5, rare docs<3"
grassy,2,2,0.01,skip,"rare total<5, rare docs<3"
grassy area,2,2,0.01,skip,"rare total<5, rare docs<3"
gravel road,2,2,0.01,skip,"rare total<5, rare docs<3"
graveled area,2,2,0.01,skip,"rare total<5, rare docs<3"
grazing,2,2,0.01,skip,"rare total<5, rare docs<3"
great,2,2,0.01,skip,"rare total<5, rare docs<3"
greece,2,2,0.01,skip,"rare total<5, rare docs<3"
grocery store,2,2,0.01,skip,"rare total<5, rare docs<3"
guardian,2,2,0.01,skip,"rare total<5, rare docs<3"
hair dryer,2,2,0.01,skip,"rare total<5, rare docs<3"
hamburger,2,2,0.01,skip,"rare total<5, rare docs<3"
handrail,2,2,0.01,skip,"rare total<5, rare docs<3"
handstant,2,2,0.01,skip,"rare total<5, rare docs<3"
hang,2,2,0.01,skip,"rare total<5, rare docs<3"
happy father day,2,2,0.01,skip,"rare total<5, rare docs<3"
hard hat,2,2,0.01,skip,"rare total<5, rare docs<3"
hardwood floor,2,2,0.01,skip,"rare total<5, rare docs<3"
hat pant,2,2,0.01,skip,"rare total<5, rare docs<3"
hawaii,2,2,0.01,skip,"rare total<5, rare docs<3"
head injury,2,2,0.01,skip,"rare total<5, rare docs<3"
headset,2,2,0.01,skip,"rare total<5, rare docs<3"
hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage hermitage,2,2,0.01,skip,"rare total<5, rare docs<3"
high jump,2,2,0.01,skip,"rare total<5, rare docs<3"
hind,2,2,0.01,skip,"rare total<5, rare docs<3"
hip,2,2,0.01,skip,"rare total<5, rare docs<3"
history,2,2,0.01,skip,"rare total<5, rare docs<3"
hollywood,2,2,0.01,skip,"rare total<5, rare docs<3"
honey,2,2,0.01,skip,"rare total<5, rare docs<3"
hong kong,2,2,0.01,skip,"rare total<5, rare docs<3"
horizon,2,2,0.01,skip,"rare total<5, rare docs<3"
horse statue,2,2,0.01,skip,"rare total<5, rare docs<3"
hot pepper,2,2,0.01,skip,"rare total<5, rare docs<3"
hotel lobby,2,2,0.01,skip,"rare total<5, rare docs<3"
hummingbird,2,2,0.01,skip,"rare total<5, rare docs<3"
hybrid vehicle,2,2,0.01,skip,"rare total<5, rare docs<3"
ice cream cone,2,2,0.01,skip,"rare total<5, rare docs<3"
injury,2,2,0.01,skip,"rare total<5, rare docs<3"
inn,2,2,0.01,skip,"rare total<5, rare docs<3"
jean,2,2,0.01,skip,"rare total<5, rare docs<3"
jedi costume,2,2,0.01,skip,"rare total<5, rare docs<3"
job,2,2,0.01,skip,"rare total<5, rare docs<3"
joel framson,2,2,0.01,skip,"rare total<5, rare docs<3"
juice,2,2,0.01,skip,"rare total<5, rare docs<3"
july,2,2,0.01,skip,"rare total<5, rare docs<3"
jump,2,2,0.01,skip,"rare total<5, rare docs<3"
june gloom,2,2,0.01,skip,"rare total<5, rare docs<3"
keg,2,2,0.01,skip,"rare total<5, rare docs<3"
kid martial class,2,2,0.01,skip,"rare total<5, rare docs<3"
kimono,2,2,0.01,skip,"rare total<5, rare docs<3"
kind,2,2,0.01,skip,"rare total<5, rare docs<3"
kindergarten,2,2,0.01,skip,"rare total<5, rare docs<3"
kitchen dining area,2,2,0.01,skip,"rare total<5, rare docs<3"
kitchen dog,2,2,0.01,skip,"rare total<5, rare docs<3"
knob,2,2,0.01,skip,"rare total<5, rare docs<3"
koalaa koalaa koalaa koalaa koalaa koala,2,2,0.01,skip,"rare total<5, rare docs<3"
larry,2,2,0.01,skip,"rare total<5, rare docs<3"
laser,2,2,0.01,skip,"rare total<5, rare docs<3"
lego batman,2,2,0.01,skip,"rare total<5, rare docs<3"
lego batman movie set,2,2,0.01,skip,"rare total<5, rare docs<3"
letter,2,2,0.01,skip,"rare total<5, rare docs<3, already in label list"
life jacket,2,2,0.01,skip,"rare total<5, rare docs<3"
lil,2,2,0.01,skip,"rare total<5, rare docs<3"
lime,2,2,0.01,skip,"rare total<5, rare docs<3"
link,2,2,0.01,skip,"rare total<5, rare docs<3"
long walkway,2,2,0.01,skip,"rare total<5, rare docs<3"
lounge,2,2,0.01,skip,"rare total<5, rare docs<3"
love,2,2,0.01,skip,"rare total<5, rare docs<3"
luggage cart,2,2,0.01,skip,"rare total<5, rare docs<3"
lush hillside,2,2,0.01,skip,"rare total<5, rare docs<3"
magnet,2,2,0.01,skip,"rare total<5, rare docs<3"
magnix,2,2,0.01,skip,"rare total<5, rare docs<3"
manhole,2,2,0.01,skip,"rare total<5, rare docs<3"
marble tile,2,2,0.01,skip,"rare total<5, rare docs<3"
marker,2,2,0.01,skip,"rare total<5, rare docs<3"
matte,2,2,0.01,skip,"rare total<5, rare docs<3"
maze,2,2,0.01,skip,"rare total<5, rare docs<3"
meeting,2,2,0.01,skip,"rare total<5, rare docs<3"
mermaid theme,2,2,0.01,skip,"rare total<5, rare docs<3"
messy hair,2,2,0.01,skip,"rare total<5, rare docs<3"
messy kitchen,2,2,0.01,skip,"rare total<5, rare docs<3"
metal container,2,2,0.01,skip,"rare total<5, rare docs<3"
metal gate,2,2,0.01,skip,"rare total<5, rare docs<3"
metal machine,2,2,0.01,skip,"rare total<5, rare docs<3"
metal tray,2,2,0.01,skip,"rare total<5, rare docs<3"
miami,2,2,0.01,skip,"rare total<5, rare docs<3"
mickey mouse costume,2,2,0.01,skip,"rare total<5, rare docs<3"
milky,2,2,0.01,skip,"rare total<5, rare docs<3"
mix,2,2,0.01,skip,"rare total<5, rare docs<3"
mohawk,2,2,0.01,skip,"rare total<5, rare docs<3"
money,2,2,0.01,skip,"rare total<5, rare docs<3"
month,2,2,0.01,skip,"rare total<5, rare docs<3"
mother board,2,2,0.01,skip,"rare total<5, rare docs<3"
mound,2,2,0.01,skip,"rare total<5, rare docs<3"
mtn,2,2,0.01,skip,"rare total<5, rare docs<3"
mud,2,2,0.01,skip,"rare total<5, rare docs<3"
mug,2,2,0.01,skip,"rare total<5, rare docs<3"
napkin,2,2,0.01,skip,"rare total<5, rare docs<3"
narrow street,2,2,0.01,skip,"rare total<5, rare docs<3"
national,2,2,0.01,skip,"rare total<5, rare docs<3"
navy,2,2,0.01,skip,"rare total<5, rare docs<3"
ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne,2,2,0.01,skip,"rare total<5, rare docs<3"
net,2,2,0.01,skip,"rare total<5, rare docs<3"
nfl team,2,2,0.01,skip,"rare total<5, rare docs<3"
nice,2,2,0.01,skip,"rare total<5, rare docs<3"
nintendo arcade,2,2,0.01,skip,"rare total<5, rare docs<3"
number balloon,2,2,0.01,skip,"rare total<5, rare docs<3"
number plate,2,2,0.01,skip,"rare total<5, rare docs<3"
officer,2,2,0.01,skip,"rare total<5, rare docs<3"
open,2,2,0.01,skip,"rare total<5, rare docs<3"
open space,2,2,0.01,skip,"rare total<5, rare docs<3"
ose bird,2,2,0.01,skip,"rare total<5, rare docs<3"
outlet,2,2,0.01,skip,"rare total<5, rare docs<3"
overall,2,2,0.01,skip,"rare total<5, rare docs<3"
owl,2,2,0.01,skip,"rare total<5, rare docs<3"
owner,2,2,0.01,skip,"rare total<5, rare docs<3"
oxygen,2,2,0.01,skip,"rare total<5, rare docs<3"
oxygen tube,2,2,0.01,skip,"rare total<5, rare docs<3"
pada,2,2,0.01,skip,"rare total<5, rare docs<3"
paddling,2,2,0.01,skip,"rare total<5, rare docs<3"
pancake,2,2,0.01,skip,"rare total<5, rare docs<3"
paper flower,2,2,0.01,skip,"rare total<5, rare docs<3"
parachute,2,2,0.01,skip,"rare total<5, rare docs<3"
parking permit,2,2,0.01,skip,"rare total<5, rare docs<3"
passenger seat,2,2,0.01,skip,"rare total<5, rare docs<3"
passport,2,2,0.01,skip,"rare total<5, rare docs<3, already in label list"
paved road,2,2,0.01,skip,"rare total<5, rare docs<3"
pavement,2,2,0.01,skip,"rare total<5, rare docs<3"
peak,2,2,0.01,skip,"rare total<5, rare docs<3"
peanut,2,2,0.01,skip,"rare total<5, rare docs<3"
percentage,2,2,0.01,skip,"rare total<5, rare docs<3"
permit,2,2,0.01,skip,"rare total<5, rare docs<3"
person s lap,2,2,0.01,skip,"rare total<5, rare docs<3"
pet,2,2,0.01,skip,"rare total<5, rare docs<3"
pho,2,2,0.01,skip,"rare total<5, rare docs<3"
pin,2,2,0.01,skip,"rare total<5, rare docs<3"
pine,2,2,0.01,skip,"rare total<5, rare docs<3"
pine tree,2,2,0.01,skip,"rare total<5, rare docs<3"
pizza restaurant,2,2,0.01,skip,"rare total<5, rare docs<3"
plaid,2,2,0.01,skip,"rare total<5, rare docs<3"
plane statue,2,2,0.01,skip,"rare total<5, rare docs<3"
plank,2,2,0.01,skip,"rare total<5, rare docs<3"
plastic chair,2,2,0.01,skip,"rare total<5, rare docs<3"
plastic cube,2,2,0.01,skip,"rare total<5, rare docs<3"
playroom,2,2,0.01,skip,"rare total<5, rare docs<3"
plaza,2,2,0.01,skip,"rare total<5, rare docs<3"
polar bear swimming,2,2,0.01,skip,"rare total<5, rare docs<3"
police officer,2,2,0.01,skip,"rare total<5, rare docs<3"
polka,2,2,0.01,skip,"rare total<5, rare docs<3"
pool float,2,2,0.01,skip,"rare total<5, rare docs<3"
porshe,2,2,0.01,skip,"rare total<5, rare docs<3"
pose,2,2,0.01,skip,"rare total<5, rare docs<3"
posing,2,2,0.01,skip,"rare total<5, rare docs<3"
pottery,2,2,0.01,skip,"rare total<5, rare docs<3"
potty,2,2,0.01,skip,"rare total<5, rare docs<3"
power unit,2,2,0.01,skip,"rare total<5, rare docs<3"
prague,2,2,0.01,skip,"rare total<5, rare docs<3"
priest,2,2,0.01,skip,"rare total<5, rare docs<3"
projector,2,2,0.01,skip,"rare total<5, rare docs<3"
puerto,2,2,0.01,skip,"rare total<5, rare docs<3"
quincy,2,2,0.01,skip,"rare total<5, rare docs<3"
race track,2,2,0.01,skip,"rare total<5, rare docs<3"
raft,2,2,0.01,skip,"rare total<5, rare docs<3"
rail,2,2,0.01,skip,"rare total<5, rare docs<3"
rally,2,2,0.01,skip,"rare total<5, rare docs<3"
ram,2,2,0.01,skip,"rare total<5, rare docs<3"
ray,2,2,0.01,skip,"rare total<5, rare docs<3"
reagan,2,2,0.01,skip,"rare total<5, rare docs<3"
reason,2,2,0.01,skip,"rare total<5, rare docs<3"
record,2,2,0.01,skip,"rare total<5, rare docs<3"
region,2,2,0.01,skip,"rare total<5, rare docs<3"
release,2,2,0.01,skip,"rare total<5, rare docs<3"
replica,2,2,0.01,skip,"rare total<5, rare docs<3"
residential area,2,2,0.01,skip,"rare total<5, rare docs<3"
resistance,2,2,0.01,skip,"rare total<5, rare docs<3"
result,2,2,0.01,skip,"rare total<5, rare docs<3"
reuter,2,2,0.01,skip,"rare total<5, rare docs<3"
riding,2,2,0.01,skip,"rare total<5, rare docs<3, already in label list"
ripple,2,2,0.01,skip,"rare total<5, rare docs<3"
river ride,2,2,0.01,skip,"rare total<5, rare docs<3"
robot car,2,2,0.01,skip,"rare total<5, rare docs<3"
rocky shoreline,2,2,0.01,skip,"rare total<5, rare docs<3"
rocky trail,2,2,0.01,skip,"rare total<5, rare docs<3"
rod,2,2,0.01,skip,"rare total<5, rare docs<3"
ron,2,2,0.01,skip,"rare total<5, rare docs<3"
route,2,2,0.01,skip,"rare total<5, rare docs<3"
royal palace,2,2,0.01,skip,"rare total<5, rare docs<3"
rubber duck,2,2,0.01,skip,"rare total<5, rare docs<3"
russia,2,2,0.01,skip,"rare total<5, rare docs<3"
sailing,2,2,0.01,skip,"rare total<5, rare docs<3"
sam,2,2,0.01,skip,"rare total<5, rare docs<3"
sample,2,2,0.01,skip,"rare total<5, rare docs<3"
saocy,2,2,0.01,skip,"rare total<5, rare docs<3"
savior,2,2,0.01,skip,"rare total<5, rare docs<3"
saxophone,2,2,0.01,skip,"rare total<5, rare docs<3"
score board,2,2,0.01,skip,"rare total<5, rare docs<3"
sea turtle,2,2,0.01,skip,"rare total<5, rare docs<3"
security,2,2,0.01,skip,"rare total<5, rare docs<3"
self self,2,2,0.01,skip,"rare total<5, rare docs<3"
self self self self self self self self self self self self self self self self self self self self self self self self,2,2,0.01,skip,"rare total<5, rare docs<3"
self self self self self self self self self self self self self self self self self self self self self self self self self self self self,2,2,0.01,skip,"rare total<5, rare docs<3"
service,2,2,0.01,skip,"rare total<5, rare docs<3"
shallow area,2,2,0.01,skip,"rare total<5, rare docs<3"
shana,2,2,0.01,skip,"rare total<5, rare docs<3"
shana tova,2,2,0.01,skip,"rare total<5, rare docs<3"
sherman,2,2,0.01,skip,"rare total<5, rare docs<3"
shield,2,2,0.01,skip,"rare total<5, rare docs<3"
shoreline,2,2,0.01,skip,"rare total<5, rare docs<3"
silver plate,2,2,0.01,skip,"rare total<5, rare docs<3"
silver tray,2,2,0.01,skip,"rare total<5, rare docs<3"
silver vase,2,2,0.01,skip,"rare total<5, rare docs<3"
skagway,2,2,0.01,skip,"rare total<5, rare docs<3"
skate park,2,2,0.01,skip,"rare total<5, rare docs<3"
skateboarder,2,2,0.01,skip,"rare total<5, rare docs<3"
slot,2,2,0.01,skip,"rare total<5, rare docs<3"
slot machine,2,2,0.01,skip,"rare total<5, rare docs<3"
smartphone,2,2,0.01,skip,"rare total<5, rare docs<3"
snow road,2,2,0.01,skip,"rare total<5, rare docs<3"
snowy,2,2,0.01,skip,"rare total<5, rare docs<3"
snowy egret,2,2,0.01,skip,"rare total<5, rare docs<3"
snowy mountain range,2,2,0.01,skip,"rare total<5, rare docs<3"
soccer field,2,2,0.01,skip,"rare total<5, rare docs<3"
soccer game,2,2,0.01,skip,"rare total<5, rare docs<3"
spain,2,2,0.01,skip,"rare total<5, rare docs<3"
spark,2,2,0.01,skip,"rare total<5, rare docs<3"
spel,2,2,0.01,skip,"rare total<5, rare docs<3"
spider web,2,2,0.01,skip,"rare total<5, rare docs<3"
spire,2,2,0.01,skip,"rare total<5, rare docs<3"
sprin,2,2,0.01,skip,"rare total<5, rare docs<3"
square dish,2,2,0.01,skip,"rare total<5, rare docs<3"
squash,2,2,0.01,skip,"rare total<5, rare docs<3"
stained glass window,2,2,0.01,skip,"rare total<5, rare docs<3"
stel,2,2,0.01,skip,"rare total<5, rare docs<3"
stock,2,2,0.01,skip,"rare total<5, rare docs<3"
stone fireplace,2,2,0.01,skip,"rare total<5, rare docs<3"
stone structure,2,2,0.01,skip,"rare total<5, rare docs<3"
stool,2,2,0.01,skip,"rare total<5, rare docs<3"
story,2,2,0.01,skip,"rare total<5, rare docs<3"
strap,2,2,0.01,skip,"rare total<5, rare docs<3"
streak,2,2,0.01,skip,"rare total<5, rare docs<3"
street corner,2,2,0.01,skip,"rare total<5, rare docs<3"
striped blanket,2,2,0.01,skip,"rare total<5, rare docs<3"
studio,2,2,0.01,skip,"rare total<5, rare docs<3"
submarine,2,2,0.01,skip,"rare total<5, rare docs<3"
subway system,2,2,0.01,skip,"rare total<5, rare docs<3"
sunny day,2,2,0.01,skip,"rare total<5, rare docs<3"
sunrise,2,2,0.01,skip,"rare total<5, rare docs<3, already in label list"
surfer,2,2,0.01,skip,"rare total<5, rare docs<3"
surgical mask,2,2,0.01,skip,"rare total<5, rare docs<3"
surprised look,2,2,0.01,skip,"rare total<5, rare docs<3"
swim,2,2,0.01,skip,"rare total<5, rare docs<3"
swimming suit,2,2,0.01,skip,"rare total<5, rare docs<3"
tablet computer,2,2,0.01,skip,"rare total<5, rare docs<3"
tall tree,2,2,0.01,skip,"rare total<5, rare docs<3"
tan car,2,2,0.01,skip,"rare total<5, rare docs<3"
tar tar,2,2,0.01,skip,"rare total<5, rare docs<3"
taste,2,2,0.01,skip,"rare total<5, rare docs<3"
tbt,2,2,0.01,skip,"rare total<5, rare docs<3"
teacher,2,2,0.01,skip,"rare total<5, rare docs<3"
texa,2,2,0.01,skip,"rare total<5, rare docs<3"
thailand,2,2,0.01,skip,"rare total<5, rare docs<3"
thatched hut,2,2,0.01,skip,"rare total<5, rare docs<3"
therm,2,2,0.01,skip,"rare total<5, rare docs<3"
ticket,2,2,0.01,skip,"rare total<5, rare docs<3, already in label list"
tile wall,2,2,0.01,skip,"rare total<5, rare docs<3"
tin hat,2,2,0.01,skip,"rare total<5, rare docs<3"
todd,2,2,0.01,skip,"rare total<5, rare docs<3"
toilet bowl,2,2,0.01,skip,"rare total<5, rare docs<3"
tomb,2,2,0.01,skip,"rare total<5, rare docs<3"
tombstone,2,2,0.01,skip,"rare total<5, rare docs<3"
tova,2,2,0.01,skip,"rare total<5, rare docs<3"
towel elephant,2,2,0.01,skip,"rare total<5, rare docs<3"
toy cow,2,2,0.01,skip,"rare total<5, rare docs<3"
toy dog,2,2,0.01,skip,"rare total<5, rare docs<3"
toy robot,2,2,0.01,skip,"rare total<5, rare docs<3"
tram tram,2,2,0.01,skip,"rare total<5, rare docs<3"
tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram,2,2,0.01,skip,"rare total<5, rare docs<3"
trash bag,2,2,0.01,skip,"rare total<5, rare docs<3"
treadmill,2,2,0.01,skip,"rare total<5, rare docs<3"
tricycle,2,2,0.01,skip,"rare total<5, rare docs<3"
trip,2,2,0.01,skip,"rare total<5, rare docs<3"
trolley,2,2,0.01,skip,"rare total<5, rare docs<3"
trolley car,2,2,0.01,skip,"rare total<5, rare docs<3"
tropical garden,2,2,0.01,skip,"rare total<5, rare docs<3"
truck bed,2,2,0.01,skip,"rare total<5, rare docs<3"
turkey hat,2,2,0.01,skip,"rare total<5, rare docs<3"
turtle swimming,2,2,0.01,skip,"rare total<5, rare docs<3"
tutue,2,2,0.01,skip,"rare total<5, rare docs<3"
typewriter,2,2,0.01,skip,"rare total<5, rare docs<3"
unit,2,2,0.01,skip,"rare total<5, rare docs<3"
usa,2,2,0.01,skip,"rare total<5, rare docs<3"
vector,2,2,0.01,skip,"rare total<5, rare docs<3"
veil,2,2,0.01,skip,"rare total<5, rare docs<3"
venice,2,2,0.01,skip,"rare total<5, rare docs<3"
vid-20200107,2,2,0.01,skip,"rare total<5, rare docs<3"
video game machine,2,2,0.01,skip,"rare total<5, rare docs<3"
vincent,2,2,0.01,skip,"rare total<5, rare docs<3"
vincent van gogh,2,2,0.01,skip,"rare total<5, rare docs<3"
vine,2,2,0.01,skip,"rare total<5, rare docs<3"
volleyball,2,2,0.01,skip,"rare total<5, rare docs<3"
vulture vulture,2,2,0.01,skip,"rare total<5, rare docs<3"
wa0000mp4,2,2,0.01,skip,"rare total<5, rare docs<3"
wadi,2,2,0.01,skip,"rare total<5, rare docs<3"
waldo,2,2,0.01,skip,"rare total<5, rare docs<3"
wall mural,2,2,0.01,skip,"rare total<5, rare docs<3"
warning,2,2,0.01,skip,"rare total<5, rare docs<3"
washing,2,2,0.01,skip,"rare total<5, rare docs<3"
water feature,2,2,0.01,skip,"rare total<5, rare docs<3"
water gun,2,2,0.01,skip,"rare total<5, rare docs<3"
water lil,2,2,0.01,skip,"rare total<5, rare docs<3"
way,2,2,0.01,skip,"rare total<5, rare docs<3"
weapon,2,2,0.01,skip,"rare total<5, rare docs<3"
web,2,2,0.01,skip,"rare total<5, rare docs<3"
weekend,2,2,0.01,skip,"rare total<5, rare docs<3"
whisky,2,2,0.01,skip,"rare total<5, rare docs<3"
whiteboard,2,2,0.01,skip,"rare total<5, rare docs<3"
wife,2,2,0.01,skip,"rare total<5, rare docs<3"
windmill,2,2,0.01,skip,"rare total<5, rare docs<3"
woman hair,2,2,0.01,skip,"rare total<5, rare docs<3"
womb,2,2,0.01,skip,"rare total<5, rare docs<3"
wonderful friend,2,2,0.01,skip,"rare total<5, rare docs<3"
wood chip,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden barrel,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden cart,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden case,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden climbing frame,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden door,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden plank,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden platform,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden stand,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden tray,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden walkway,2,2,0.01,skip,"rare total<5, rare docs<3"
wooden wall,2,2,0.01,skip,"rare total<5, rare docs<3"
workshop,2,2,0.01,skip,"rare total<5, rare docs<3"
yorie,2,2,0.01,skip,"rare total<5, rare docs<3"
zuoca,2,2,0.01,skip,"rare total<5, rare docs<3"
aba,2,1,0.00,skip,"rare total<5, rare docs<3"
adis,2,1,0.00,skip,"rare total<5, rare docs<3"
banjo,2,1,0.00,skip,"rare total<5, rare docs<3"
bone,2,1,0.00,skip,"rare total<5, rare docs<3"
broken umbrella,2,1,0.00,skip,"rare total<5, rare docs<3"
bull,2,1,0.00,skip,"rare total<5, rare docs<3"
chalk board,2,1,0.00,skip,"rare total<5, rare docs<3"
chicken sauce,2,1,0.00,skip,"rare total<5, rare docs<3"
chief,2,1,0.00,skip,"rare total<5, rare docs<3"
child day,2,1,0.00,skip,"rare total<5, rare docs<3"
cimg0600-1 9122661516 o-editedjpg,2,1,0.00,skip,"rare total<5, rare docs<3"
commemoration,2,1,0.00,skip,"rare total<5, rare docs<3"
correlation,2,1,0.00,skip,"rare total<5, rare docs<3"
coupe,2,1,0.00,skip,"rare total<5, rare docs<3"
cray,2,1,0.00,skip,"rare total<5, rare docs<3"
cucum,2,1,0.00,skip,"rare total<5, rare docs<3"
edit,2,1,0.00,skip,"rare total<5, rare docs<3"
finder,2,1,0.00,skip,"rare total<5, rare docs<3"
fri mar gmt vid 20200306 112839mp4,2,1,0.00,skip,"rare total<5, rare docs<3"
gas station sign,2,1,0.00,skip,"rare total<5, rare docs<3"
gih,2,1,0.00,skip,"rare total<5, rare docs<3"
glass shelf,2,1,0.00,skip,"rare total<5, rare docs<3"
gold ring,2,1,0.00,skip,"rare total<5, rare docs<3"
hand shower,2,1,0.00,skip,"rare total<5, rare docs<3"
